% Blk Total Students,% Hisp Total Students, Total Enroll ,% Grad Enroll,Six-year graduation rate, ACT/ SAT Avg ,Fresh Admit Rate,% Freshmen Retention,% UG Pell Grants,% Bachelors,% Doct/ Profess,Total E&G Expend,E&G / St. FTE,State Approp Rev,Tuition/Fee Rev ,% Rev from State,% Rev from Tuit/Fees,% from State / Tuition,Endowment,Total Research Expenditures ($000),Student Faculty Ratio,Total Faculty,ARU Faculty Awards, ST. FTE ,Total Degrees,Total Expend,Total Revenue,Enowment / St. FTE,Total Research Exp - Med School Exp ($000),Total Tenure /Tenure-Track Facutly,Facutly FTE,% UG with Loans, % Full-Time , UG Total Enroll , GR Total Enroll , Full-time Students , Part-time Students ,UG Enroll Age 25 +,GR Enroll Age 25 +,Bach Degrees,Masters Degrees,Doctoral Degrees,ACT/ SAT 25%,ACT/ SAT 75%,(State/ Tuit)/ St. FTE,Academic Support Expenditures,Student Services Expenditures,Endowment Figure,Endowment per Student FTE,Total Faculty,Total Tenure /Tenure-Track Facutly
-1.011664818,2.301476297,-1.163220269,-1.829836949,0.486632054,0.25348583,-1.390460163,0.559765481,1.94378587,2.308088795,-1.028806161,-0.858760529,-0.646724071,-0.716876735,-0.559127462,0.276254271,0.837544416,0.744011392,-0.697684426,-0.865020993,-0.315131208,-1.102831513,-0.340851546,-0.971205771,-0.993271537,-0.836259694,-0.880494881,-0.755337492,-0.677049665,-1.145898182,-1.150677327,-0.082684343,1.8684519,-0.804335872,-1.606927247,-0.855970242,-1.680790339,-1.143124932,-1.619282994,-0.537705514,-1.61566131,-0.599269633,-0.133630621,0.651042503,-0.370971615,-0.719445364,-0.788656844,-0.705799764,-0.768067209,-1.148176538,-1.177103611
1.734282545,-0.125051313,0.280671542,0.664649295,1.034814407,1.304299817,-0.748275996,0.993869323,-1.130317101,-0.119796996,-1.028806161,0.008954758,-0.439523927,0.760503644,-0.134933826,1.074989446,-0.020060944,0.67025722,-0.615773596,0.046035819,-0.315131208,0.004150569,-0.340851546,0.292885249,0.608273452,-0.280320322,-0.320508524,-0.70570353,0.646536238,0.053811541,-0.137425492,-0.890628491,0.139527252,0.082112974,0.635767627,0.297124249,0.056685629,0.125259515,0.6983964,0.647061679,0.807331287,0.843908449,1.294546641,1.221956697,0.303496792,-0.542821512,-0.629482877,-0.531917149,-0.614681374,-0.192806577,0.066801687
-0.401454293,-0.58002524,0.824090771,1.755987027,1.473360289,2.092410307,-1.765067593,1.427973165,-1.258404725,-1.94071134,1.212287514,1.785960955,2.645344519,-0.138544548,2.011667999,-1.435321103,-0.877666305,-1.616122137,3.453108551,2.827821031,-2.226033216,4.172317761,3.44771339,1.027411703,1.640982166,3.177895957,3.050068831,3.018147375,2.051110928,3.10107424,4.352576715,-1.159943207,1.176882041,0.194799347,1.969261877,1.131186801,-0.830195013,-1.110675668,1.515738242,0.847809684,2.863850702,1.922743212,2.246664815,1.792870892,1.205110173,4.153200636,3.83432326,4.091221817,3.686804886,4.535738003,3.036544178
0.818966757,-0.276709289,-0.612306963,2.067797807,1.473360289,1.82970681,-1.497490857,1.427973165,-0.361791358,-1.030254168,1.585803127,0.927571564,1.524864448,0.827683628,-0.28857111,-0.180165829,-1.068245273,-0.952334582,0.45168743,1.531286258,-1.461672413,-0.413065782,0.630575361,-0.695904449,0.034696874,0.62945199,0.564154764,1.380798447,0.304414069,-0.336094119,-0.35064057,-1.159943207,-0.724935071,-1.08858044,0.627724146,-0.73611415,0.214906486,-0.908344967,0.852352061,-0.262625124,0.308026401,0.205124708,1.770605728,1.792870892,1.815779992,0.576236846,1.227262973,0.569773204,1.174546589,-0.280829427,-0.295732667
-0.09634903,-0.883341192,-0.655200696,1.600081637,0.596268524,0.516189327,-0.26663787,0.34271356,-1.002229477,-1.485482754,1.585803127,0.464689908,0.257143033,-0.717554098,0.428976938,-0.864795979,0.361096994,-0.288547027,0.735222912,1.191201847,-1.079492012,1.724168939,1.310574195,-0.612495904,-0.183357031,-0.136007193,-0.150013166,1.449897156,-0.596416543,0.427721072,1.908286743,1.80251867,0.312419717,-1.024651347,0.361140203,-0.583390756,-0.556789373,-0.505592343,0.14640903,-0.600913324,0.490669994,-0.178145537,0.818487553,0.080128308,0.880617354,-9.94048E-11,-1.27496E-05,1.051849503,1.830488128,2.081832689,0.477095057
-0.401454293,1.694844395,1.543818035,-0.270783046,0.376995583,1.04159632,-1.069368079,0.993869323,-0.105616111,-0.42328272,0.465256289,0.846812102,-0.360975539,2.666452023,0.008989058,1.531409545,-0.687087336,0.448994701,3.976036993,0.512820807,0.067049193,0.447742667,0.242004598,1.703286544,1.662990712,0.301385289,0.333278623,4.326608405,1.30439581,0.943596253,0.62611499,-0.621313775,0.831097111,1.661018935,0.81789502,1.776810159,-0.236972281,0.030774895,0.803954075,1.558771133,1.549765632,2.003182646,0.818487553,1.221956697,0.52697518,0.945599712,0.532864983,0.933403486,0.505399381,0.789399618,1.106645732
0.208756232,-0.58002524,-1.125158244,0.976460076,1.802269701,1.82970681,-1.551006204,1.427973165,-1.386492349,-1.030254168,1.212287514,-0.311853647,1.775233747,-0.970539365,0.037752034,-1.435321103,-0.877666305,-1.616122137,1.74652451,-0.380715743,-1.079492012,-0.158100234,-0.340851546,-1.044626541,-0.574093377,0.488424313,0.634211229,-0.389510031,-0.997359241,0.01782025,-0.001044676,-1.967887356,0.658204646,-1.306302443,-0.384030862,-0.990616621,-0.999385849,-0.858716681,-0.401406099,-0.813291566,-0.143838592,-0.518830199,1.770605728,1.792870892,0.619189806,2.233094793,4.514560455,2.200916392,4.342306237,0.144256533,0.090681195
-1.011664818,-0.276709289,0.997342011,1.288270856,0.815541465,0.25348583,-0.320153218,0.776817402,-0.233703735,-1.18199703,0.465256289,2.03006671,1.423093827,-0.348673136,1.719235467,-1.321216078,-0.591797851,-1.321105446,0.48152792,2.219926911,0.831409996,1.65942847,2.379143793,1.015830134,1.417172179,1.899379109,1.85958999,0.183407702,1.299861074,3.053085851,1.649931536,-1.429257923,0.139527252,0.551531468,1.6837183,1.017137265,0.350343539,1.09682864,2.111951357,0.972202655,2.045512526,1.728742224,-0.133630621,0.651042503,0.713054396,0.707742059,0.528089349,0.699237431,0.500797406,1.692170559,2.624079943
2.039387808,-0.428367265,-0.371707631,-1.050309997,-1.048278534,-0.797328156,0.964215116,-1.176649888,-0.105616111,0.33543159,0.091740677,-0.722783363,-0.80249302,-0.548181841,-0.624021981,0.276254271,0.170518025,0.301486355,-0.637420819,-0.677274916,1.977951201,-0.824687279,-0.92370769,-0.342507228,-0.920135445,-0.761271314,-0.766632575,-0.704102434,-0.404291635,-0.83597317,-0.809725288,-1.429257923,0.139527252,-0.084776971,-0.895079175,-0.323300844,-0.345406308,-0.29180896,-0.945883437,-0.866386127,-0.891016925,-0.684440799,-0.609689708,-1.061700081,-1.09658889,-0.53293224,-0.556374145,-0.522181361,-0.544231136,-0.762808205,-0.825423579
-0.401454293,-0.58002524,-0.259395074,-0.270783046,0.705904995,-0.271921163,0.750153727,0.776817402,-1.002229477,0.638917314,-0.655290548,-0.547760091,-0.697033989,-0.413392031,-0.225942709,0.162149246,0.551675963,0.522748874,-0.450465332,0.041471338,-1.461672413,-0.589703357,-0.729422309,-0.162727283,-0.323195949,-0.633978485,-0.637459098,-0.413251991,0.639904948,0.081804768,-0.357363568,0.186630373,0.658204646,-0.184885003,-0.346111594,-0.107581789,-0.695601804,-0.978015444,-0.276656119,-0.144805766,-0.537589714,0.058441034,-0.133630621,-0.490785887,-0.512135158,-0.38750159,-0.385676364,-0.379007823,-0.379740534,-0.280829427,0.160148856
